PeakID (cmd=annotatePeaks.pl Filtered_Peaks_all_pCREB.txt mm10 -d tag/LKO_GCG_Input-Redo.tag/ tag/LKO_Veh_Input-Redo.tag/ tag/P8249_FLKO_GCG.tag/ tag/P8250_FLKO_GCG.tag/ tag/P8251_FWT_GCG.tag/ tag/P8266_FWT_GCG.tag/ tag/P8268_FLKO_Veh.tag/ tag/P8289_FLKO_Veh.tag/ tag/P8292_FWT_Veh.tag/ tag/P8297_FWT_Veh.tag/ tag/WT_GCG_Input-Redo.tag/ tag/WT_Veh_Input-Redo.tag/)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	tag/LKO_GCG_Input-Redo.tag/ Tag Count in given bp (18551812.0 Total, normalization factor = 0.54, effective total = 10000000)	tag/LKO_Veh_Input-Redo.tag/ Tag Count in given bp (20488236.0 Total, normalization factor = 0.49, effective total = 10000000)	tag/P8249_FLKO_GCG.tag/ Tag Count in given bp (19468993.0 Total, normalization factor = 0.51, effective total = 10000000)	tag/P8250_FLKO_GCG.tag/ Tag Count in given bp (18132350.0 Total, normalization factor = 0.55, effective total = 10000000)	tag/P8251_FWT_GCG.tag/ Tag Count in given bp (17583237.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8266_FWT_GCG.tag/ Tag Count in given bp (19301124.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8268_FLKO_Veh.tag/ Tag Count in given bp (17392915.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8289_FLKO_Veh.tag/ Tag Count in given bp (15752938.0 Total, normalization factor = 0.63, effective total = 10000000)	tag/P8292_FWT_Veh.tag/ Tag Count in given bp (19236269.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8297_FWT_Veh.tag/ Tag Count in given bp (14643986.0 Total, normalization factor = 0.68, effective total = 10000000)	tag/WT_GCG_Input-Redo.tag/ Tag Count in given bp (18902719.0 Total, normalization factor = 0.53, effective total = 10000000)	tag/WT_Veh_Input-Redo.tag/ Tag Count in given bp (21333023.0 Total, normalization factor = 0.47, effective total = 10000000)
Merged-chr12-33175982-1	chr12	33175837	33176127	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001374022, intron 2 of 10)	intron (NM_001374022, intron 2 of 10)	28296	NM_028139	380753		NM_028139	ENSMUSG00000020564	Atxn7l1	2810423G08Rik|Atxn7l4	ataxin 7-like 1	protein-coding	2.70	2.44	10.27	15.44	14.79	7.25	21.85	10.79	1.04	8.88	0.53	2.34
Merged-chr11-119091428-1	chr11	119091283	119091573	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-5191	NM_007625	12418		NM_007625	ENSMUSG00000039989	Cbx4	MPc2|PC2	chromobox 4	protein-coding	1.08	1.95	6.16	6.62	3.98	9.84	9.20	10.16	5.72	10.24	2.65	2.81
Merged-chr15-37961178-1	chr15	37961033	37961323	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_199476)	promoter-TSS (NM_199476)	-123	NM_199476	382985		NM_199476	ENSMUSG00000022292	Rrm2b	p53R2	ribonucleotide reductase M2 B (TP53 inducible)	protein-coding	2.70	3.42	1.54	1.65	1.14	2.07	4.60	6.98	4.68	8.19	4.23	2.34
Merged-chr1-167337733-1	chr1	167337588	167337878	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-12258	NM_019993	56752		NM_019993	ENSMUSG00000026687	Aldh9a1	Abaldh|ESTM40|TMABA-DH|Tmabadh	aldehyde dehydrogenase 9, subfamily A1	protein-coding	4.31	2.44	4.62	4.96	2.27	6.74	13.80	12.06	14.04	19.12	1.06	3.75
Merged-chr17-81384322-1	chr17	81384177	81384467	+	8.96	pCREB.fast.mergepeaks.txt	non-coding (NR_104580, exon 9 of 9)	non-coding (NR_104580, exon 9 of 9)	-319237	NM_028138	72167		NM_028138	ENSMUSG00000024246	Thumpd2	2810025A12Rik	THUMP domain containing 2	protein-coding	1.62	0.98	1.03	2.21	1.14	1.04	0.00	0.63	1.04	2.05	0.53	0.94
Merged-chr5-122622656-1	chr5	122622511	122622801	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-8112	NM_009879	12589		NM_009879	ENSMUSG00000029469	Ift81	Cdv-1|Cdv-1r|Cdv1	intraflagellar transport 81	protein-coding	4.31	3.42	4.11	4.96	9.10	5.18	24.72	10.16	10.40	23.90	2.12	2.34
Merged-chr8-36363405-1	chr8	36363260	36363550	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	MER65D|LTR|ERV1	-94143	NM_001384103	319582		NM_176952	ENSMUSG00000039620	Trmt9b	6430573F11Rik|Kiaa1456|TRM9L	tRNA methyltransferase 9B	protein-coding	2.70	2.44	2.05	9.38	2.27	2.07	14.95	8.89	5.20	6.83	1.59	0.94
Merged-chr1-160474744-1	chr1	160474599	160474889	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_013862, intron 13 of 20)	intron (NM_013862, intron 13 of 20)	104960	NM_001146330	620246		NM_001146330	ENSMUSG00000118401	Gpr52	EG620246	G protein-coupled receptor 52	protein-coding	1.08	3.42	1.54	3.31	2.84	1.55	0.57	0.63	2.08	2.05	3.17	0.47
Merged-chr12-110022084-1	chr12	110021939	110022229	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	ID_B1|SINE|B4	135989	NR_045466	67280		NR_045466	ENSMUSG00000113331	3110009F21Rik	-	RIKEN cDNA 3110009F21 gene	ncRNA	4.31	2.44	0.51	1.10	1.71	1.04	1.72	1.27	0.52	2.73	2.12	0.47
Merged-chr6-87788074-1	chr6	87787929	87788219	+	8.96	pCREB.fast.mergepeaks.txt	TTS (NM_133717)	TTS (NM_133717)	10004	NM_018762	54368		NM_018762	ENSMUSG00000030054	Gp9	Cd42|GPIX	glycoprotein 9 platelet	protein-coding	3.77	2.44	3.60	1.65	1.71	0.52	3.45	1.27	0.00	0.68	0.53	1.88
Merged-chr8-76902120-1	chr8	76901975	76902265	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001083906)	promoter-TSS (NM_001083906)	-210	NM_001083906	110784		NM_001083906	ENSMUSG00000031618	Nr3c2	MR|Mlr	nuclear receptor subfamily 3, group C, member 2	protein-coding	4.31	9.76	3.08	8.82	5.12	13.99	19.55	10.16	8.32	17.07	2.65	5.16
Merged-chr12-71136830-1	chr12	71136685	71136975	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001286203)	promoter-TSS (NM_001286203)	-18	NM_029818	76967		NM_029818	ENSMUSG00000034601	2700049A03Rik	Ta3|Talpid3|mKIAA0586	RIKEN cDNA 2700049A03 gene	protein-coding	2.70	4.88	7.19	3.86	2.27	8.29	13.22	9.52	7.80	16.39	2.12	6.09
Merged-chr14-65977449-1	chr14	65977304	65977594	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_013492, intron 6 of 8)	intron (NM_013492, intron 6 of 8)	8966	NM_013492	12759		NM_013492	ENSMUSG00000022037	Clu	ApoJ|Cli|D14Ucla3|SP-40|Sgp-2|Sgp2|Sugp-2	clusterin	protein-coding	3.23	1.95	7.70	15.44	6.26	12.43	21.85	13.97	6.76	21.17	2.12	3.28
Merged-chr3-147636789-1	chr3	147636644	147636934	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	784422	NM_001302957	70892		NM_027594	ENSMUSG00000036745	Ttll7	1110049N09Rik|4921517B04Rik|C630030B20|mTTLL7	tubulin tyrosine ligase-like family, member 7	protein-coding	0.54	1.46	1.54	1.65	1.71	0.52	1.15	1.27	1.56	0.00	0.00	0.00
Merged-chr12-69296614-1	chr12	69296469	69296759	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_027117)	promoter-TSS (NM_027117)	-67	NM_027117	69554		NM_027117	ENSMUSG00000020978	Klhdc2	2310022K15Rik|D12Ertd522e|HCLP-1|LCP	kelch domain containing 2	protein-coding	1.62	2.93	2.57	0.00	2.84	2.07	5.75	4.44	4.68	3.41	2.12	4.22
Merged-chr8-39569532-1	chr8	39569387	39569677	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	73146	NM_031195	20288		NM_031195	ENSMUSG00000025044	Msr1	MRS-A|MSR|MSR-A|SR-A|SR-AI|SR-AII|Scara1|Scvr	macrophage scavenger receptor 1	protein-coding	2.16	2.44	1.54	1.65	5.12	0.52	1.72	0.63	1.56	0.00	1.06	1.41
Merged-chr14-103266266-1	chr14	103266121	103266411	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_207215, intron 18 of 84)	intron (NM_207215, intron 18 of 84)	80534	NM_207215	105689		NM_207215	ENSMUSG00000033004	Mycbp2	C130061D10Rik|Pam|Phr1	MYC binding protein 2, E3 ubiquitin protein ligase	protein-coding	1.08	1.95	1.03	4.41	2.84	2.59	0.00	1.27	1.56	0.68	1.59	0.94
Merged-chr18-39044857-1	chr18	39044712	39045002	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001361073, intron 1 of 21)	intron (NM_001361073, intron 1 of 21)	51704	NM_001374831	71302		NM_175164	ENSMUSG00000036452	Arhgap26	1810044B20Rik|2610010G17Rik|4933432P15Rik|mKIAA0621	Rho GTPase activating protein 26	protein-coding	0.54	2.44	4.11	7.17	2.84	4.14	8.62	10.16	8.84	3.41	1.59	3.28
Merged-chr15-53189557-1	chr15	53189412	53189702	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_010162, intron 1 of 10)	(TTTG)n|Simple_repeat|Simple_repeat	156626	NM_010162	14042		NM_010162	ENSMUSG00000061731	Ext1	-	exostosin glycosyltransferase 1	protein-coding	0.54	0.00	2.57	1.65	1.71	1.04	2.30	0.63	1.56	1.37	0.53	1.41
Merged-chr6-71271354-1	chr6	71271209	71271499	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NR_106192)	promoter-TSS (NR_106192)	-317	NR_106192	102465900		NR_106192	ENSMUSG00000098623	Mir8112	Gm27739|mmu-mir-8112	microRNA 8112	ncRNA	1.62	6.83	10.79	3.86	1.14	3.11	17.25	7.62	6.24	15.02	2.12	2.81
Merged-chr11-98809695-1	chr11	98809550	98809840	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_138660)	promoter-TSS (NM_138660)	-113	NM_138660	192160		NM_138660	ENSMUSG00000078676	Casc3	Btz|Mln51	exon junction complex subunit	protein-coding	2.70	6.35	19.00	35.85	21.04	31.60	58.64	54.59	21.31	40.97	2.65	2.34
Merged-chr4-59288577-1	chr4	59288432	59288722	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	ID_B1|SINE|B4	28526	NR_105031	101055769		NR_105031		Gm12596	-	predicted gene 12596	ncRNA	0.54	0.98	1.54	0.55	0.57	1.55	1.72	1.90	3.12	1.37	1.59	1.41
Merged-chr1-118388330-1	chr1	118388185	118388475	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001359345)	promoter-TSS (NM_001359345)	-728	NM_001359339	76707		NM_029709	ENSMUSG00000064302	Clasp1	1700030C23Rik|5730583A19Rik|B130045P17Rik|CLASP1alpha	CLIP associating protein 1	protein-coding	1.62	2.44	0.00	2.21	2.27	0.52	2.87	5.08	3.12	2.73	3.70	3.28
Merged-chr18-37863193-1	chr18	37863048	37863338	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001305981, intron 18 of 28)	MTD|LTR|ERVL-MaLR	-8533	NR_105945	102465592		NR_105945	ENSMUSG00000098706	Mir6979	Gm27524|mmu-mir-6979	microRNA 6979	ncRNA	0.00	0.98	1.03	0.55	1.14	3.11	0.57	1.27	0.00	0.68	1.06	1.88
Merged-chr11-29656536-1	chr11	29656391	29656681	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-10939	NR_166737	102637613		NR_166736	ENSMUSG00000084850	Gm12092	-	predicted gene 12092	ncRNA	0.54	1.95	1.54	0.55	3.41	1.55	0.00	1.90	3.12	0.68	1.59	2.81
Merged-chr2-60802904-1	chr2	60802759	60803049	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001141931, intron 2 of 13)	MIRb|SINE|MIR	78534	NM_001141931	56878		NM_020296	ENSMUSG00000026970	Rbms1	2600014B10Rik|MSSP-1|MSSP-2|MSSP-3|YC1	RNA binding motif, single stranded interacting protein 1	protein-coding	0.54	1.46	6.68	7.17	8.53	6.74	9.77	3.81	2.08	4.10	2.65	1.88
Merged-chr11-53363135-1	chr11	53362990	53363280	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001363331, intron 1 of 19)	intron (NM_001363331, intron 1 of 19)	12368	NM_033565	93736		NM_033565	ENSMUSG00000049470	Aff4	AF5Q31|Alf4|Laf4l|MCEF	AF4/FMR2 family, member 4	protein-coding	1.08	1.95	0.00	0.55	1.14	1.04	0.57	2.54	1.56	0.00	1.06	1.41
Merged-chr9-106783794-1	chr9	106783649	106783939	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_030730, intron 1 of 21)	intron (NM_030730, intron 1 of 21)	5419	NM_030730	81000		NM_030730	ENSMUSG00000040661	Rad54l2	Arip4|D130058C05|G630026H09Rik|Srisnf2l	RAD54 like 2 (S. cerevisiae)	protein-coding	0.54	1.95	1.54	4.41	3.98	5.18	3.45	4.44	2.60	2.05	1.59	1.41
Merged-chr11-96938012-1	chr11	96937867	96938157	+	8.96	pCREB.fast.mergepeaks.txt	3' UTR (NM_134021, exon 7 of 7)	3' UTR (NM_134021, exon 7 of 7)	6007	NM_134021	103711		NM_134021	ENSMUSG00000018659	Pnpo	-	pyridoxine 5'-phosphate oxidase	protein-coding	1.62	2.44	5.14	3.86	5.12	5.70	9.77	8.25	1.56	12.29	0.53	1.88
Merged-chr9-7885649-1	chr9	7885504	7885794	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	MTEb|LTR|ERVL-MaLR	-12479	NM_007464	11796		NM_007464	ENSMUSG00000032000	Birc3	Api1|Api2|Birc2|C-IAP2|HIAP2|IAP1|IAP2|MIAP1|MIAP2|MIHB|MIHC|RNF49|cIAP-1|cIAP-2|cIAP1|cIAP2	baculoviral IAP repeat-containing 3	protein-coding	0.00	0.49	1.54	0.55	1.14	0.00	1.15	1.90	0.52	3.41	1.06	0.94
Merged-chr7-60244008-1	chr7	60243863	60244153	+	8.96	pCREB.fast.mergepeaks.txt	intron (NR_146211, intron 4 of 171)	intron (NR_146211, intron 4 of 171)	-73052	NM_001349691	20646		NM_013670	ENSMUSG00000102252	Snrpn	2410045I01Rik|HCERN3|Peg4|SMN|sm-D|snRNP-N	small nuclear ribonucleoprotein N	protein-coding	0.00	0.00	10.79	11.58	1.71	4.66	12.65	10.16	3.12	12.29	2.12	0.47
Merged-chr13-107015536-1	chr13	107015391	107015681	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001378939, intron 1 of 20)	intron (NM_001378939, intron 1 of 20)	6578	NM_001145779	16563		NM_008442	ENSMUSG00000021693	Kif2a	C530030B14Rik|Kif2|Kns2|M-kinesin	kinesin family member 2A	protein-coding	2.16	3.42	1.54	0.55	0.57	2.07	2.87	1.90	0.00	1.37	1.59	2.81
Merged-chr10-118421043-1	chr10	118420898	118421188	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-20003	NM_008337	15978		NM_008337	ENSMUSG00000055170	Ifng	IFN-g|If2f|Ifg	interferon gamma	protein-coding	3.23	0.98	0.51	0.55	0.00	0.52	0.00	0.63	2.08	0.68	2.12	0.47
Merged-chr13-44859102-1	chr13	44858957	44859247	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_021878, intron 4 of 18)	intron (NM_021878, intron 4 of 18)	127831	NM_001360281	16468		NM_021878	ENSMUSG00000038518	Jarid2	Jmj|jumonji	jumonji and AT-rich interaction domain containing 2	protein-coding	1.08	2.44	2.05	1.65	0.00	2.07	2.87	2.54	3.12	1.37	1.59	3.28
Merged-chr3-18169027-1	chr3	18168882	18169172	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_007825, intron 1 of 5)	intron (NM_007825, intron 1 of 5)	74311	NM_007825	13123		NM_007825	ENSMUSG00000039519	Cyp7b1	D3Ertd552e|hct-1	cytochrome P450, family 7, subfamily b, polypeptide 1	protein-coding	1.62	0.98	5.14	2.21	0.57	3.63	4.02	2.54	1.04	3.41	0.00	1.88
Merged-chr17-56256126-1	chr17	56255981	56256271	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_010192)	promoter-TSS (NM_010192)	-667	NM_010192	14154		NM_010192	ENSMUSG00000043683	Fem1a	Eprap|Fem1aa	fem 1 homolog a	protein-coding	3.77	2.93	2.57	5.52	2.84	2.07	5.17	5.71	5.20	8.19	4.23	8.44
Merged-chr10-28087488-1	chr10	28087343	28087633	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001359356, intron 1 of 30)	intron (NM_001359356, intron 1 of 30)	12668	NM_008983	19272		NM_008983	ENSMUSG00000019889	Ptprk	PTPk|RPTPkappa	protein tyrosine phosphatase receptor type K	protein-coding	1.08	1.95	2.57	5.52	1.71	1.55	2.87	10.79	1.56	4.10	4.23	3.28
Merged-chr13-43955199-1	chr13	43955054	43955344	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	MLT1A|LTR|ERVL-MaLR	-165968	NR_045285	328235		NR_045285	ENSMUSG00000089815	Gm5083	A730030A06	predicted gene 5083	ncRNA	2.16	2.93	2.57	10.48	1.71	4.66	9.20	7.62	5.72	10.24	3.17	0.94
Merged-chr7-100781182-1	chr7	100781037	100781327	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_178764, intron 2 of 8)	intron (NM_178764, intron 2 of 8)	74547	NM_178764	319604		NM_178764	ENSMUSG00000029461	Fam168a	2610030B18Rik|B930006L02Rik|mKIAA0280	family with sequence similarity 168, member A	protein-coding	1.62	1.95	0.51	3.31	1.71	1.55	0.00	1.90	2.08	2.05	2.65	0.47
Merged-chr11-86810996-1	chr11	86810851	86811141	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-3336	NM_026191	67487		NM_026191	ENSMUSG00000018425	Dhx40	2410016C14Rik|ARG147|DDX40|PAD	DEAH-box helicase 40	protein-coding	2.16	2.44	2.05	1.10	1.71	1.04	2.87	0.00	1.04	0.68	3.17	1.88
Merged-chr14-73376102-1	chr14	73375957	73376247	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_008410, intron 1 of 5)	intron (NM_008410, intron 1 of 5)	9187	NM_008410	16432		NM_008410	ENSMUSG00000022108	Itm2b	Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2	integral membrane protein 2B	protein-coding	2.16	1.95	11.81	23.16	7.96	11.92	20.12	15.24	13.52	22.53	1.59	4.69
Merged-chr9-121902285-1	chr9	121902140	121902430	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001276719, intron 2 of 3)	intron (NM_001276719, intron 2 of 3)	3930	NM_021609	59289		NM_021609	ENSMUSG00000044534	Ackr2	CCR10|CCR9|Ccbp2|Cmkbr9|D6	atypical chemokine receptor 2	protein-coding	4.31	4.39	8.73	13.79	2.84	5.70	18.97	7.62	4.16	20.49	3.70	0.94
Merged-chr10-125268683-1	chr10	125268538	125268828	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001358915, intron 3 of 5)	intron (NM_001358915, intron 3 of 5)	40133	NM_001358915	20503		NM_011391	ENSMUSG00000020102	Slc16a7	4921534N07Rik|9030411M13Rik|D630004K10Rik|Mct2	solute carrier family 16 (monocarboxylic acid transporters), member 7	protein-coding	1.08	2.44	1.03	2.21	0.00	0.52	0.57	0.00	1.04	2.73	4.76	0.47
Merged-chr13-91743020-1	chr13	91742875	91743165	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_028790, intron 1 of 14)	intron (NM_028790, intron 1 of 14)	-1148	NR_015501	373852		NR_015501	ENSMUSG00000074782	4833422C13Rik	-	RIKEN cDNA 4833422C13 gene	ncRNA	2.16	2.44	3.08	0.00	0.57	3.11	2.30	3.17	1.56	2.73	1.59	0.94
Merged-chr1-37347435-1	chr1	37347290	37347580	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001374629, intron 1 of 24)	intron (NM_001374629, intron 1 of 24)	-21782	NM_001290798	269180		NM_030266	ENSMUSG00000026113	Inpp4a	107kDa|9630012D15|D130048C09Rik	inositol polyphosphate-4-phosphatase, type I	protein-coding	2.16	1.95	13.35	9.38	9.10	15.54	10.92	6.35	9.36	12.29	0.53	1.88
Merged-chr15-9307576-1	chr15	9307431	9307721	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_207216, intron 4 of 6)	intron (NM_207216, intron 4 of 6)	27747	NM_207216	105887		NM_207216	ENSMUSG00000072664	Ugt3a1	-	UDP glycosyltransferases 3 family, polypeptide A1	protein-coding	3.77	3.42	1.03	7.72	4.55	2.59	3.45	2.54	5.72	2.73	3.70	4.22
Merged-chr9-77944354-1	chr9	77944209	77944499	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_134255, intron 1 of 7)	Lx8|LINE|L1	26989	NM_134255	68801		NM_134255	ENSMUSG00000032349	Elovl5	1110059L23Rik|HELO1	ELOVL fatty acid elongase 5	protein-coding	3.77	1.95	6.68	4.96	6.82	3.11	2.30	6.35	2.60	8.88	1.06	0.47
Merged-chr18-66504213-1	chr18	66504068	66504358	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NR_040528)	promoter-TSS (NR_040528)	35	NR_040528	100503565		NR_040528	ENSMUSG00000118376	Gm9926	-	predicted gene 9926	ncRNA	2.70	1.95	0.00	1.65	0.00	4.14	1.72	1.27	1.56	0.68	1.59	2.81
Merged-chr3-131007426-1	chr3	131007281	131007571	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	RMER6C|LTR|ERVK	-102871	NM_001276402	16842		NM_010703	ENSMUSG00000027985	Lef1	3000002B05|Lef-1	lymphoid enhancer binding factor 1	protein-coding	2.70	1.95	1.03	1.65	0.57	2.07	1.15	4.44	0.52	2.05	5.82	1.88
Merged-chr9-42275282-1	chr9	42275137	42275427	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	ID_B1|SINE|B4	-10982	NM_172769	235293		NM_172769	ENSMUSG00000032018	Sc5d	A830037K02|A830073K23Rik|Sc5dl	sterol-C5-desaturase	protein-coding	0.54	3.90	4.62	7.72	3.98	7.25	5.75	2.54	2.08	6.83	4.76	2.81
Merged-chr18-59254712-1	chr18	59254567	59254857	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001081328, intron 2 of 2)	Lx9|LINE|L1	79372	NM_001081328	78923		NM_001081328	ENSMUSG00000058152	Chsy3	4833446K15Rik	chondroitin sulfate synthase 3	protein-coding	1.62	1.95	2.57	2.21	1.71	1.55	3.45	6.35	1.56	1.37	2.65	2.34
Merged-chr7-14525425-1	chr7	14525280	14525570	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-32402	NM_001184981	638251		NM_001184981	ENSMUSG00000094156	Sult2a7	EG638251|Gm7231	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 7	protein-coding	1.62	2.44	5.14	4.41	7.39	4.14	5.75	2.54	1.56	2.05	1.06	2.34
Merged-chr4-109021751-1	chr4	109021606	109021896	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001347169, intron 6 of 32)	intron (NM_001347169, intron 6 of 32)	4096	NR_030432	791075		NR_030432	ENSMUSG00000076444	Mir761	Mirn761|mir-761|mmu-mir-761	microRNA 761	ncRNA	2.16	1.46	1.54	0.55	1.71	2.59	1.15	1.90	1.56	2.73	2.12	0.94
Merged-chr1-172661584-1	chr1	172661439	172661729	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Tigger7|DNA|TcMar-Tigger	-28610	NM_026725	68440		NM_026725	ENSMUSG00000026544	Dusp23	1300005N15Rik|LDP-3	dual specificity phosphatase 23	protein-coding	2.16	0.49	1.54	3.31	1.14	1.55	1.15	3.81	2.08	1.37	0.53	1.88
Merged-chr3-79994373-1	chr3	79994228	79994518	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	108443	NM_133187	68659		NM_133187	ENSMUSG00000027955	Gask1b	1110032E23Rik|2210419I08Rik|Ened|Fam198b|GaskbB	golgi associated kinase 1B	protein-coding	2.16	0.49	1.54	2.21	2.27	1.55	0.57	0.00	0.52	2.05	1.06	0.00
Merged-chr1-23265832-1	chr1	23265687	23265977	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-6437	NR_029533	387225		NR_029533	ENSMUSG00000065405	Mir30a	Mirn30a|mir-30a|mmu-mir-30a	microRNA 30a	ncRNA	1.08	2.93	2.05	1.10	1.14	1.04	5.75	0.63	0.00	1.37	2.12	1.41
Merged-chr2-92428128-1	chr2	92427983	92428273	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_009963, intron 1 of 11)	intron (NM_009963, intron 1 of 11)	5941	NM_009963	12953		NM_009963	ENSMUSG00000068742	Cry2	D130054K12Rik	cryptochrome circadian regulator 2	protein-coding	1.62	3.90	9.76	18.20	22.75	20.72	24.15	31.11	11.96	29.36	2.12	0.47
Merged-chr9-22307777-1	chr9	22307632	22307922	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_145612)	promoter-TSS (NM_145612)	-139	NM_145612	235050		NM_145612	ENSMUSG00000066829	Zfp810	-	zinc finger protein 810	protein-coding	4.85	2.93	7.70	8.27	7.39	7.77	30.47	14.60	9.88	16.39	3.70	5.16
Merged-chr5-25305057-1	chr5	25304912	25305202	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001081383, intron 40 of 58)	intron (NM_001081383, intron 40 of 58)	58684	NM_001359890	231050		NM_144908	ENSMUSG00000038072	Galnt11	A430075I06Rik|E430002F06Rik	polypeptide N-acetylgalactosaminyltransferase 11	protein-coding	1.08	1.95	0.00	2.21	0.57	0.52	1.15	1.90	6.24	4.10	1.06	0.94
Merged-chr8-22593208-1	chr8	22593063	22593353	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_011696, intron 1 of 8)	intron (NM_011696, intron 1 of 8)	605	NM_001198998	22335		NM_011696	ENSMUSG00000008892	Vdac3	-	voltage-dependent anion channel 3	protein-coding	1.62	3.90	2.05	4.96	1.71	2.07	3.45	3.17	4.16	4.10	1.59	3.28
Merged-chr15-55823558-1	chr15	55823413	55823703	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_016667, intron 1 of 6)	Lx8|LINE|L1	83391	NM_016667	20649		NM_016667	ENSMUSG00000060429	Sntb1	-	syntrophin, basic 1	protein-coding	4.31	3.90	14.90	17.65	4.55	15.03	14.95	14.60	4.68	11.61	4.23	2.81
Merged-chr15-81853220-1	chr15	81853075	81853365	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_020507, intron 1 of 1)	intron (NM_020507, intron 1 of 1)	5106	NM_020507	57259		NM_020507	ENSMUSG00000048546	Tob2	2900090N22Rik|4930545K18Rik|mKIAA1663	transducer of ERBB2, 2	protein-coding	1.62	1.95	4.11	5.52	5.12	3.11	14.37	9.52	3.12	12.29	4.76	2.34
Merged-chr18-7847875-1	chr18	7847730	7848020	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	ORR1B1-int|LTR|ERVL-MaLR	-20957	NM_001282093	225131		NM_153085	ENSMUSG00000024283	Wac	1110067P07Rik|A230035H12Rik|Wwp4	WW domain containing adaptor with coiled-coil	protein-coding	1.08	3.90	1.54	3.86	2.27	5.70	4.60	0.63	0.52	6.83	3.70	4.69
