#name (cmd = mergePeaks -d given pCREB.fed.mergepeaks.txt pCREB.fast.mergepeaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	pCREB.fed.mergepeaks.txt	pCREB.fast.mergepeaks.txt
Merged-chr2-31460493-2	chr2	31460329	31460666	+	29.299999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-31460504-3	Merged-chr2-31460494-2
Merged-chr4-109676548-2	chr4	109676368	109676717	+	29.000000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-109676540-3	Merged-chr4-109676539-3
Merged-chr17-34257745-2	chr17	34257583	34257923	+	18.591667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-34257756-3	Merged-chr17-34257732-2
Merged-chr4-87667762-2	chr4	87667612	87667918	+	10.640000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-87667760-1	Merged-chr4-87667759-2
Merged-chr13-3373168-2	chr13	3372946	3373344	+	16.116667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-3373130-3	Merged-chr13-3373190-3
Merged-chr11-59208342-2	chr11	59208138	59208533	+	23.725000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-59208326-3	Merged-chr11-59208354-2
Merged-chr3-95658702-2	chr3	95658531	95658849	+	11.258333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr3-95658693-3	Merged-chr3-95658715-1
Merged-chr11-96034873-2	chr11	96034697	96035041	+	21.213333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-96034873-3	Merged-chr11-96034886-3
Merged-chr14-59597999-2	chr14	59597831	59598169	+	75.466667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr14-59597988-3	Merged-chr14-59598000-3
Merged-chr14-119007469-2	chr14	119007187	119007709	+	13.458334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr14-119007486-3	Merged-chr14-119007442-2
Merged-chr10-120979376-2	chr10	120979219	120979548	+	15.383333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr10-120979387-3	Merged-chr10-120979369-1
Merged-chr2-77946286-2	chr2	77946054	77946507	+	11.608334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-77946297-3	Merged-chr2-77946293-1
Merged-chr3-108562448-2	chr3	108562248	108562667	+	24.333332	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr3-108562479-3	Merged-chr3-108562405-2
Merged-chr13-55536747-2	chr13	55536494	55537001	+	8.065000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-55536855-1	Merged-chr13-55536639-1
Merged-chr1-82724961-2	chr1	82724749	82725151	+	10.173333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-82724907-3	Merged-chr1-82725017-1
Merged-chr5-31202423-2	chr5	31202243	31202604	+	13.550000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr5-31202427-3	Merged-chr5-31202423-1
Merged-chr11-98959745-2	chr11	98959518	98959959	+	15.882500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-98959754-3	Merged-chr11-98959747-2
Merged-chr7-27228697-2	chr7	27228544	27228856	+	11.333334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr7-27228697-3	Merged-chr7-27228695-1
Merged-chr4-150685313-2	chr4	150685105	150685613	+	18.916666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-150685335-3	Merged-chr4-150685274-2
Merged-chr11-52000788-2	chr11	52000595	52000966	+	20.583334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-52000791-3	Merged-chr11-52000814-3
Merged-chr2-122681201-2	chr2	122681044	122681360	+	9.025000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-122681214-1	Merged-chr2-122681189-1
Merged-chr4-147437046-2	chr4	147436774	147437238	+	8.980000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-147437001-2	Merged-chr4-147437093-1
Merged-chr5-90891069-2	chr5	90890875	90891235	+	15.166666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr5-90891058-3	Merged-chr5-90891084-1
Merged-chr3-96197580-2	chr3	96197383	96197750	+	15.950000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr3-96197549-3	Merged-chr3-96197605-1
Merged-chr13-34054668-2	chr13	34054457	34054853	+	10.315001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-34054658-2	Merged-chr13-34054681-1
Merged-chr12-86947192-2	chr12	86946938	86947419	+	11.113333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr12-86947202-3	Merged-chr12-86947207-1
Merged-chr8-121829552-2	chr8	121829388	121829734	+	34.866669	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr8-121829573-3	Merged-chr8-121829541-3
Merged-chr13-49652917-2	chr13	49652737	49653108	+	20.163334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-49652913-3	Merged-chr13-49652945-3
Merged-chr5-4104712-2	chr5	4104517	4104911	+	19.775002	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr5-4104719-3	Merged-chr5-4104705-2
Merged-chr9-119165041-2	chr9	119164875	119165206	+	9.950001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr9-119165021-1	Merged-chr9-119165061-1
Merged-chr13-23488902-2	chr13	23488740	23489068	+	16.820833	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-23488903-3	Merged-chr13-23488922-2
Merged-chr2-173000033-2	chr2	172999869	173000230	+	11.365000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-173000061-3	Merged-chr2-173000014-1
Merged-chr1-93567206-2	chr1	93567037	93567363	+	9.230000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-93567199-2	Merged-chr1-93567213-1
Merged-chrM-15501-2	chrM	15342	15677	+	121.050003	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chrM-15505-3	Merged-chrM-15498-3
Merged-chr17-33890863-2	chr17	33890688	33891061	+	11.711666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-33890880-3	Merged-chr17-33890852-1
Merged-chr6-6219897-2	chr6	6219682	6220141	+	12.299999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr6-6219904-3	Merged-chr6-6219889-2
Merged-chr14-54687071-2	chr14	54686823	54687300	+	11.255000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr14-54686988-2	Merged-chr14-54687155-1
Merged-chr7-109518989-2	chr7	109518724	109519257	+	14.891666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr7-109519026-3	Merged-chr7-109518993-2
Merged-chr13-45398735-2	chr13	45398554	45398909	+	8.042500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-45398703-2	Merged-chr13-45398764-1
Merged-chr1-64532939-2	chr1	64532750	64533127	+	14.483334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-64532933-3	Merged-chr1-64532940-1
Merged-chr4-136117116-2	chr4	136116885	136117423	+	9.782500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-136117151-2	Merged-chr4-136117079-1
Merged-chr9-53248144-2	chr9	53247965	53248337	+	24.616667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr9-53248173-3	Merged-chr9-53248141-3
Merged-chr1-7089083-2	chr1	7088879	7089383	+	9.818333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-7089147-3	Merged-chr1-7089024-1
Merged-chr6-86848928-2	chr6	86848735	86849123	+	9.910000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr6-86848977-1	Merged-chr6-86848880-1
Merged-chr10-19015567-2	chr10	19015382	19015776	+	12.433333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr10-19015599-3	Merged-chr10-19015527-1
Merged-chr17-34931298-2	chr17	34931094	34931549	+	15.583333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-34931356-3	Merged-chr17-34931239-1
Merged-chr3-53463701-2	chr3	53463522	53463881	+	23.203333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr3-53463710-3	Merged-chr3-53463688-3
Merged-chr14-50807915-2	chr14	50807697	50808150	+	15.693333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr14-50807908-3	Merged-chr14-50807905-3
Merged-chr17-88543306-2	chr17	88543151	88543483	+	12.730000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-88543314-2	Merged-chr17-88543296-1
Merged-chr15-102470401-2	chr15	102470238	102470565	+	25.181667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr15-102470392-3	Merged-chr15-102470402-3
Merged-chr3-94954064-2	chr3	94953892	94954247	+	25.443335	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr3-94954073-3	Merged-chr3-94954042-3
Merged-chr2-164911728-2	chr2	164911572	164911900	+	43.336666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-164911738-3	Merged-chr2-164911728-3
Merged-chr12-102743656-2	chr12	102743455	102743849	+	20.100000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr12-102743665-3	Merged-chr12-102743661-1
Merged-chr11-120230127-2	chr11	120229905	120230302	+	10.637500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-120230101-2	Merged-chr11-120230152-1
Merged-chr13-37715501-2	chr13	37715251	37715706	+	11.200000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-37715496-3	Merged-chr13-37715529-2
Merged-chr13-100104113-2	chr13	100103956	100104268	+	72.199997	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-100104113-3	Merged-chr13-100104117-3
Merged-chr7-127588755-2	chr7	127588572	127588984	+	13.350000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr7-127588779-3	Merged-chr7-127588717-1
Merged-chr8-126807473-2	chr8	126807285	126807726	+	17.025000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr8-126807502-2	Merged-chr8-126807441-1
Merged-chr16-4790286-2	chr16	4790022	4790588	+	12.441667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr16-4790391-3	Merged-chr16-4790200-2
Merged-chr1-45795165-2	chr1	45794921	45795483	+	18.108334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-45795199-3	Merged-chr1-45795123-2
Merged-chr13-100651130-2	chr13	100650948	100651327	+	26.764999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-100651124-3	Merged-chr13-100651117-3
Merged-chr6-134830084-2	chr6	134829879	134830360	+	9.112500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr6-134830153-2	Merged-chr6-134830013-1
Merged-chr2-153741251-2	chr2	153741065	153741464	+	21.058334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-153741264-3	Merged-chr2-153741244-2
Merged-chr14-59206194-2	chr14	59205988	59206383	+	9.200001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr14-59206139-1	Merged-chr14-59206249-1
Merged-chr10-127801020-2	chr10	127800839	127801202	+	8.705000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr10-127801056-1	Merged-chr10-127800984-1
Merged-chr4-150281501-2	chr4	150281345	150281663	+	9.930000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-150281507-2	Merged-chr4-150281499-1
Merged-chr1-165595132-2	chr1	165594964	165595297	+	15.450000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-165595136-3	Merged-chr1-165595134-1
Merged-chr5-92117961-2	chr5	92117792	92118144	+	11.970833	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr5-92117953-3	Merged-chr5-92117974-2
Merged-chr11-59948219-2	chr11	59948057	59948408	+	36.733334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-59948233-3	Merged-chr11-59948195-3
Merged-chr17-35165148-2	chr17	35164949	35165354	+	22.708332	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-35165135-3	Merged-chr17-35165157-2
Merged-chrX-56597953-2	chrX	56597793	56598111	+	22.625000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chrX-56597954-3	Merged-chrX-56597959-2
Merged-chr11-106276611-2	chr11	106276441	106276774	+	44.966663	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-106276597-3	Merged-chr11-106276607-3
Merged-chr1-139096485-2	chr1	139096316	139096670	+	11.965000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-139096506-3	Merged-chr1-139096461-1
Merged-chr8-31168804-2	chr8	31168651	31168967	+	10.400000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr8-31168816-2	Merged-chr8-31168796-1
Merged-chr11-87422598-2	chr11	87422408	87422850	+	12.875000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-87422646-2	Merged-chr11-87422558-2
Merged-chr18-46629381-2	chr18	46629175	46629590	+	12.850000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr18-46629368-3	Merged-chr18-46629385-2
Merged-chr11-64978879-2	chr11	64978660	64979066	+	15.066667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-64978852-3	Merged-chr11-64978895-1
Merged-chr13-119609747-2	chr13	119609557	119610026	+	13.175000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-119609794-2	Merged-chr13-119609703-1
Merged-chr2-152831689-2	chr2	152831478	152831893	+	9.192499	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-152831633-2	Merged-chr2-152831748-1
Merged-chr10-115383762-2	chr10	115383587	115383936	+	9.930000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr10-115383733-1	Merged-chr10-115383791-1
Merged-chr19-15985029-2	chr19	15984852	15985217	+	16.316666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr19-15985032-3	Merged-chr19-15985025-1
Merged-chr9-57148322-2	chr9	57148142	57148521	+	17.883333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr9-57148342-3	Merged-chr9-57148313-1
Merged-chr4-148448318-2	chr4	148448107	148448489	+	9.492500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-148448289-2	Merged-chr4-148448344-1
Merged-chr2-69722790-2	chr2	69722602	69722981	+	51.133331	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-69722796-3	Merged-chr2-69722779-3
Merged-chr2-64974029-2	chr2	64973852	64974215	+	11.896667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-64974039-3	Merged-chr2-64974025-1
Merged-chr4-109000518-2	chr4	109000295	109000772	+	18.003334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-109000565-3	Merged-chr4-109000508-3
Merged-chr14-118934893-2	chr14	118934693	118935112	+	11.275000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr14-118934905-2	Merged-chr14-118934885-1
Merged-chr1-9545299-2	chr1	9545137	9545452	+	12.575001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-9545288-2	Merged-chr1-9545307-1
Merged-chr13-23698560-2	chr13	23698372	23698808	+	10.888333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-23698571-3	Merged-chr13-23698528-2
Merged-chr9-77917347-2	chr9	77917166	77917525	+	39.816666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr9-77917372-3	Merged-chr9-77917339-3
Merged-chr13-75797897-2	chr13	75797695	75798103	+	16.133333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-75797942-3	Merged-chr13-75797846-2
Merged-chr13-21408492-2	chr13	21408292	21408674	+	19.991667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr13-21408498-3	Merged-chr13-21408477-2
Merged-chr11-53430815-2	chr11	53430655	53430973	+	16.424999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-53430808-2	Merged-chr11-53430828-2
Merged-chr14-55153105-2	chr14	55152851	55153314	+	10.210000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr14-55153079-2	Merged-chr14-55153129-1
Merged-chr9-120002157-2	chr9	120001966	120002336	+	18.141666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr9-120002168-3	Merged-chr9-120002136-2
Merged-chr4-141060765-2	chr4	141060508	141060965	+	10.911667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-141060717-3	Merged-chr4-141060820-1
Merged-chr4-141259586-2	chr4	141259425	141259746	+	9.325001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-141259571-1	Merged-chr4-141259601-1
Merged-chr16-11203342-2	chr16	11203156	11203527	+	19.783333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr16-11203341-3	Merged-chr16-11203333-3
Merged-chr1-193173557-2	chr1	193173335	193173796	+	11.704166	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-193173517-3	Merged-chr1-193173606-2
Merged-chr11-17257642-2	chr11	17257466	17257836	+	27.763334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-17257626-3	Merged-chr11-17257643-3
Merged-chr3-100922289-2	chr3	100922117	100922499	+	13.555000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr3-100922311-2	Merged-chr3-100922271-1
Merged-chr16-44139185-2	chr16	44138993	44139402	+	13.401667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr16-44139241-3	Merged-chr16-44139127-1
Merged-chr18-60803606-2	chr18	60803442	60803807	+	13.850000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr18-60803623-3	Merged-chr18-60803605-2
Merged-chr11-73326741-2	chr11	73326520	73326924	+	15.683332	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-73326724-3	Merged-chr11-73326760-1
Merged-chr14-47533682-2	chr14	47533506	47533852	+	12.700000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr14-47533658-1	Merged-chr14-47533707-1
Merged-chr17-56780846-2	chr17	56780677	56781008	+	9.982500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-56780830-2	Merged-chr17-56780863-1
Merged-chr17-64618098-2	chr17	64617851	64618328	+	10.912500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-64618005-2	Merged-chr17-64618194-1
Merged-chr9-21073545-2	chr9	21073341	21073775	+	15.583333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr9-21073589-3	Merged-chr9-21073512-2
Merged-chr14-122106946-2	chr14	122106755	122107122	+	11.666666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr14-122106919-3	Merged-chr14-122106977-1
Merged-chr7-126649348-2	chr7	126649115	126649524	+	14.033333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr7-126649305-3	Merged-chr7-126649377-1
Merged-chr6-30804944-2	chr6	30804757	30805113	+	10.150000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr6-30804909-1	Merged-chr6-30804979-1
Merged-chr5-130034140-2	chr5	130033970	130034329	+	14.700000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr5-130034157-2	Merged-chr5-130034114-2
Merged-chr1-13646602-2	chr1	13646437	13646751	+	8.520000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-13646588-1	Merged-chr1-13646617-1
Merged-chr10-67087565-2	chr10	67087329	67087745	+	13.450001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr10-67087542-3	Merged-chr10-67087600-1
Merged-chr5-129715517-2	chr5	129715329	129715702	+	35.733334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr5-129715518-3	Merged-chr5-129715510-2
Merged-chr2-122118301-2	chr2	122118075	122118555	+	10.778334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-122118380-3	Merged-chr2-122118220-1
Merged-chr4-140961266-2	chr4	140961091	140961465	+	13.266666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-140961293-3	Merged-chr4-140961236-1
Merged-chr1-131094110-2	chr1	131093952	131094282	+	22.133335	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-131094119-3	Merged-chr1-131094105-3
Merged-chr2-167777451-2	chr2	167777257	167777633	+	24.916668	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr2-167777433-3	Merged-chr2-167777484-3
Merged-chr9-45055205-2	chr9	45055044	45055382	+	15.650000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr9-45055209-3	Merged-chr9-45055197-1
Merged-chr1-133347888-2	chr1	133347682	133348072	+	20.415001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr1-133347881-3	Merged-chr1-133347908-3
Merged-chr5-30907729-2	chr5	30907538	30907943	+	20.150000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr5-30907742-3	Merged-chr5-30907723-2
Merged-chr17-32503420-2	chr17	32503162	32503670	+	10.680000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-32503312-2	Merged-chr17-32503525-1
Merged-chr5-135394594-2	chr5	135394421	135394785	+	21.243334	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr5-135394598-3	Merged-chr5-135394592-3
Merged-chr7-101377857-2	chr7	101377691	101378010	+	45.133331	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr7-101377854-3	Merged-chr7-101377876-3
Merged-chr3-95281766-2	chr3	95281529	95281946	+	11.280001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr3-95281754-3	Merged-chr3-95281796-1
Merged-chr7-96951543-2	chr7	96951366	96951705	+	23.338333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr7-96951536-3	Merged-chr7-96951548-3
Merged-chr7-92637254-2	chr7	92636980	92637503	+	8.715000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr7-92637153-2	Merged-chr7-92637358-1
Merged-chr17-79918534-2	chr17	79918248	79918738	+	10.941667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-79918494-3	Merged-chr17-79918593-1
Merged-chr7-127511940-2	chr7	127511747	127512142	+	10.514999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr7-127511945-2	Merged-chr7-127511936-1
Merged-chr11-30198202-2	chr11	30197934	30198563	+	9.496666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr11-30198332-3	Merged-chr11-30198068-1
Merged-chr18-61438179-2	chr18	61437955	61438387	+	10.450001	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr18-61438168-2	Merged-chr18-61438187-1
Merged-chr7-125707815-2	chr7	125707613	125707982	+	18.516666	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr7-125707792-3	Merged-chr7-125707837-1
Merged-chr17-24455348-2	chr17	24455184	24455523	+	22.466667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-24455354-3	Merged-chr17-24455343-1
Merged-chr5-90366661-2	chr5	90366499	90366831	+	31.938332	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr5-90366670-3	Merged-chr5-90366658-3
Merged-chr4-147404810-2	chr4	147404618	147404957	+	10.965000	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-147404764-1	Merged-chr4-147404856-1
Merged-chr19-57367338-2	chr19	57367182	57367496	+	10.549999	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr19-57367350-1	Merged-chr19-57367327-1
Merged-chr6-116022272-2	chr6	116022111	116022445	+	9.637500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr6-116022275-2	Merged-chr6-116022266-1
Merged-chr17-32924792-2	chr17	32924629	32924965	+	12.866667	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr17-32924791-3	Merged-chr17-32924788-1
Merged-chr4-40269880-2	chr4	40269703	40270073	+	13.292500	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	2	Merged-chr4-40269897-3	Merged-chr4-40269865-2
